Timestamp_WIB,Callsign,Flight_Number,Airline_ICAO,Aircraft_Model,Registration_Number,Origin_IATA,Destination_IATA,Latitude,Longitude,Heading_Deg,Altitude_Meters,Altitude_Feet,Ground_Speed_KMH,Ground_Speed_Knots,Vertical_Speed_MS,Vertical_Speed_FPM,Flight_Phase,Is_Ground,Source
2026-09-24 12:14:23,PAS322,IP322,PAS,A320,PK-PWH,CGK,PKU,-5.814,106.4338,295,3398.5,11150,638.9,345,8.13,1600,Climbing (Takeoff),0,FlightRadar24
2026-09-24 12:14:23,SJV371,IU371,SJV,A320,PK-SJT,BWX,CGK,-6.0884,106.4719,248,960.1,3150,431.5,233,-5.2,-1024,Descending (Landing/Approach),0,FlightRadar24
2026-09-24 12:14:23,GIA665,GA665,GIA,B738,PK-GMM,DJJ,CGK,-6.1717,106.499,74,624.8,2050,346.3,187,-0.33,-64,Cruising,0,FlightRadar24
2026-09-24 12:14:23,BTK6857,ID6857,BTK,A320,PK-BKG,PKU,CGK,-6.1946,106.5133,68,823.0,2700,277.8,150,-3.25,-640,Descending (Landing/Approach),0,FlightRadar24
2026-09-24 12:14:23,GIA146,GA146,GIA,B738,PK-GNA,CGK,BTJ,-5.8828,106.581,294,1981.2,6500,518.6,280,7.8,1536,Climbing (Takeoff),0,FlightRadar24
2026-09-24 12:14:23,MXD151,OD151,BTK,B738,9M-LNV,KUL,PER,-5.7575,106.5831,149,10668.0,35000,850.1,459,0.0,0,Cruising,0,FlightRadar24
2026-09-24 12:14:23,BTK7010,ID7010,BTK,A20N,PK-BDF,KNO,CGK,-6.1542,106.6146,68,221.0,725,237.1,128,-2.6,-512,Descending (Landing/Approach),0,FlightRadar24
2026-09-24 12:14:23,BTK6805,ID6805,BTK,A320,PK-LUT,DJB,CGK,-5.9203,106.6158,248,3269.0,10725,533.4,288,-6.83,-1344,Descending (Landing/Approach),0,FlightRadar24
2026-09-24 12:14:23,GIA832,GA832,GIA,B738,PK-GFU,CGK,SIN,-6.118,106.6464,67,0.0,0,203.7,110,0.0,0,Cruising,0,FlightRadar24
2026-09-24 12:14:23,CTV961,QG961,CTV,A320,PK-GLO,DJB,CGK,-6.1333,106.6518,312,0.0,0,0.0,0,0.0,0,On Taxiway/Runway,1,FlightRadar24
2026-09-24 12:14:23,BTK7154,ID7154,BTK,A320,PK-BKQ,SIN,CGK,-6.1357,106.656,247,0.0,0,42.6,23,0.0,0,On Taxiway/Runway,1,FlightRadar24
2026-09-24 12:14:23,CSN3037,CZ3037,CSN,A21N,B-32KZ,CAN,CGK,-6.114,106.6637,247,0.0,0,50.0,27,0.0,0,On Taxiway/Runway,1,FlightRadar24
2026-09-24 12:14:23,GIA225,GA225,GIA,B738,PK-GUL,SOC,CGK,-6.1116,106.6684,129,0.0,0,20.4,11,0.0,0,On Taxiway/Runway,1,FlightRadar24
2026-09-24 12:14:23,RBA735,BI735,RBA,A20N,V8-RBA,BWN,CGK,-6.0021,106.687,248,2308.9,7575,526.0,284,-13.66,-2688,Descending (Landing/Approach),0,FlightRadar24
2026-09-24 12:14:23,AXM2354,AK2354,AXM,A20N,9M-AGH,CGK,KBR,-5.9383,106.6999,294,1386.8,4550,496.3,268,3.25,640,Climbing (Takeoff),0,FlightRadar24
2026-09-24 12:14:23,TNU153,8B153,TNU,A321,PK-TLM,CGK,SIN,-6.0466,106.7205,28,883.9,2900,487.1,263,12.68,2496,Climbing (Takeoff),0,FlightRadar24
2026-09-24 12:14:23,OMA849,WY849,OMA,B789,A4O-SC,MCT,CGK,-5.5209,106.7312,176,6720.8,22050,677.8,366,-8.78,-1728,Descending (Landing/Approach),0,FlightRadar24
2026-09-24 12:14:23,GIA185,GA185,GIA,B738,PK-GUE,KNO,CGK,-5.7555,106.7776,228,4122.4,13525,618.6,334,-9.1,-1792,Descending (Landing/Approach),0,FlightRadar24
2026-09-24 12:14:23,CTV180,QG180,CTV,A320,PK-GQF,HLP,PDG,-6.3574,106.832,299,3490.0,11450,492.6,266,11.7,2304,Climbing (Takeoff),0,FlightRadar24
2026-09-24 12:14:23,BTK6229,ID6229,BTK,A320,PK-LAW,PNK,CGK,-5.9611,106.8704,270,3223.3,10575,548.2,296,-5.2,-1024,Descending (Landing/Approach),0,FlightRadar24
2026-09-24 12:14:23,T7GEL,N/A,N/A,H25B,T7-GEL,HLP,N/A,-6.2914,106.9932,124,1234.4,4050,426.0,230,-0.65,-128,Cruising,0,FlightRadar24
2026-09-24 12:14:23,HVN631,VN631,HVN,A321,VN-A608,SGN,CGK,-5.3788,107.0134,229,6568.4,21550,668.6,361,-7.15,-1408,Descending (Landing/Approach),0,FlightRadar24
2026-09-24 12:14:23,LNI033,JT33,LNI,B739,PK-LSU,DPS,CGK,-5.944,107.113,266,4229.1,13875,574.1,310,-10.4,-2048,Descending (Landing/Approach),0,FlightRadar24
2026-09-24 12:14:23,RJWL40,N/A,N/A,C30J,A-1340,N/A,N/A,-6.2919,107.1544,251,1546.9,5075,422.3,228,0.0,0,Cruising,0,FlightRadar24
2026-09-24 12:14:23,TGW8,TR8,TGW,B789,9V-OJE,SIN,PER,-6.4772,107.3161,164,11879.6,38975,944.5,510,-0.33,-64,Cruising,0,FlightRadar24
2026-09-24 12:14:23,AXM347,AK347,AXM,A20N,9M-AGS,YIA,KUL,-6.6429,107.387,297,11590.0,38025,831.5,449,0.0,0,Cruising,0,FlightRadar24
